U_Ga-4p,U_Sb-5p,Eg(eV)
-1.37,4.58,0.8100109886581623
-1.36,4.58,0.812011374067074
-1.35,4.58,0.8140117594982685
-1.35,4.57,0.8108710781339825
-1.34,4.57,0.8134463108589394
-1.34,4.56,0.8102931966844427
-1.33,4.56,0.8123921261032657
-1.32,4.56,0.8144910554837681
-1.32,4.55,0.8111202924343388
-1.31,4.55,0.8134317166758429
-1.31,4.54,0.8101223772522868
-1.3,4.54,0.812433801493027
-1.29,4.54,0.8147452258765947
-1.29,4.53,0.8114358862537155
-1.28,4.53,0.814091992102064
-1.28,4.52,0.8110314418341271
-1.27,4.52,0.8133676256283557
-1.27,4.51,0.810307075416834
-1.26,4.51,0.812643259217401
-1.25,4.51,0.8139639657099942
-1.25,4.5,0.8110930039742322
-1.24,4.5,0.8132005828042536
-1.24,4.49,0.8103296213886677
-1.23,4.49,0.8124371999450574
-1.23,4.48,0.8095662375607993
-1.22,4.48,0.8109125891738339
-1.21,4.48,0.8125198061366719
-1.21,4.47,0.8100477153652283
-1.2,4.47,0.8116549288397845
-1.19,4.47,0.8131509567476294
-1.19,4.46,0.810678244428554
-1.18,4.46,0.812285968801416
-1.17,4.46,0.813893692396761
-1.17,4.45,0.8124321030157496
-1.16,4.45,0.81338871782153
-1.16,4.44,0.8113381412562105
-1.15,4.44,0.8122947573064673
-1.14,4.44,0.8132513733567237
-1.14,4.43,0.8112008033664262
-1.13,4.43,0.8126420792876077
-1.13,4.42,0.8106141595563546
-1.12,4.42,0.8113864539378932
-1.11,4.42,0.81215874262907
-1.1,4.42,0.8129310332061885
-1.09,4.42,0.813312833635218
-1.09,4.41,0.8113053956930246
-1.08,4.41,0.8120155862280659
-1.07,4.41,0.812725776763108
-1.07,4.4,0.8118530932473741
-1.06,4.4,0.8131652027708911
-1.06,4.39,0.8106977479034463
-1.05,4.39,0.8120098573552564
-1.04,4.39,0.8133219661309667
-1.04,4.38,0.8108545125738915
-1.03,4.38,0.8117360094000466
-1.02,4.38,0.8131178313825822
-1.02,4.37,0.8105405042750113
-1.01,4.37,0.811922322236851
-1.0,4.37,0.8133041413566646
-1.0,4.36,0.8115106600188124
-0.99,4.36,0.8130644313110078
-0.99,4.35,0.8102991278029437
-0.98,4.35,0.8118528991014415
-0.97,4.35,0.8129939509356351
-0.97,4.34,0.8105569245149876
-0.96,4.34,0.812195965685149
-0.95,4.34,0.8138349940269638
-0.95,4.33,0.8113979671410365
-0.94,4.33,0.8130370004159981
-0.94,4.32,0.8113622018679655
-0.93,4.32,0.8131530599424663
-0.93,4.31,0.8107500774207202
-0.92,4.31,0.8125409118721357
-0.92,4.3,0.8096836541585757
-0.91,4.3,0.8120594799830894
-0.9,4.3,0.8144353058542073
-0.9,4.29,0.8116011902847178
-0.89,4.29,0.8139770164520636
-0.89,4.28,0.8111429009302854
-0.88,4.28,0.8134227932921146
-0.88,4.27,0.8105077203407139
-0.87,4.27,0.8128707511166056
-0.87,4.26,0.8099556777887973
-0.86,4.26,0.8123187087824257
-0.85,4.26,0.813749618290768
-0.85,4.25,0.8111658910347047
-0.84,4.25,0.8133362198684171
-0.84,4.24,0.8107524904294909
-0.83,4.24,0.8129228214418991
-0.83,4.23,0.8100985330367124
-0.82,4.23,0.8122479842635814
-0.81,4.23,0.8143974358349216
-0.81,4.22,0.8115546658090212
-0.8,4.22,0.8137041168759898
-0.8,4.21,0.8110765767150254
-0.79,4.21,0.8132039849131963
-0.79,4.2,0.8101138705762632
-0.78,4.2,0.8122412787795498
-0.77,4.2,0.8143686869828364
-0.77,4.19,0.8114128935308091
-0.76,4.19,0.8134330062468015
-0.76,4.18,0.8104222440929455
-0.75,4.18,0.8124423568027291
-0.74,4.18,0.814462469522893
-0.74,4.17,0.8114542559494647
-0.73,4.17,0.813476510556379
-0.73,4.16,0.8104701753725713
-0.72,4.16,0.8124924299848264
-0.72,4.15,0.8094860948234311
-0.71,4.15,0.8115083494163035
-0.7,4.15,0.8135419355831851
-0.7,4.14,0.8105386781079486
-0.69,4.14,0.8125632969704046
-0.69,4.13,0.8095600394952821
-0.68,4.13,0.8115848144107688
-0.67,4.13,0.813611359465881
-0.67,4.12,0.81061249153777
-0.66,4.12,0.8126390365859775
-0.66,4.11,0.8096401686558902
-0.65,4.11,0.8116747360164533
-0.64,4.11,0.8137041387112691
-0.64,4.1,0.8107091300646483
-0.63,4.1,0.8127385327535452
-0.63,4.09,0.8097435240957527
-0.62,4.09,0.8117729267976663
-0.61,4.09,0.8138067558195569
-0.61,4.08,0.8108033490655253
-0.6,4.08,0.8128440044583597
-0.6,4.07,0.8098405977089097
-0.59,4.07,0.8118883540866971
-0.58,4.07,0.813930681707189
-0.58,4.06,0.8109325948512771
-0.57,4.06,0.8129749224681231
-0.57,4.05,0.8099768356065986
-0.56,4.05,0.8120191632310882
-0.55,4.05,0.8140731657231781
-0.55,4.04,0.8110801583857761
-0.54,4.04,0.8131246613365386
-0.54,4.03,0.8101316539986563
-0.53,4.03,0.8121791412117831
-0.52,4.03,0.8142248181159262
-0.52,4.02,0.8112370415340955
-0.51,4.02,0.8132827184463353
-0.51,4.01,0.8102949418595837
-0.5,4.01,0.8123451043164573
-0.49,4.01,0.814393130209231
-0.49,4.0,0.8114101997827571
-0.48,4.0,0.8134582256709237
-0.48,3.99,0.8104676936876529
-0.47,3.99,0.8125203752176829
-0.47,3.98,0.8095352947638721
-0.46,3.98,0.8115879762913578
-0.45,3.98,0.8136406578177178
-0.45,3.97,0.8106555773670898
-0.44,3.97,0.8127141621714127
-0.44,3.96,0.8097249252061745
-0.43,3.96,0.8117880398837782
-0.42,3.96,0.8138511545501041
-0.42,3.95,0.8108619175974787
-0.41,3.95,0.8129250322691138
-0.41,3.94,0.8099405961971453
-0.4,3.94,0.8120069287118934
-0.39,3.94,0.8140732612261353
-0.39,3.93,0.8110823983568837
-0.38,3.93,0.8131494068285849
-0.38,3.92,0.8101616492956082
-0.37,3.92,0.8122293490424053
-0.36,3.92,0.8142970487877129
-0.36,3.91,0.8113092912444634
-0.35,3.91,0.8133842987638398
-0.35,3.9,0.8103991740667262
-0.34,3.9,0.8124689555731616
-0.34,3.89,0.8094838308705997
-0.33,3.89,0.8115536123786369
-0.32,3.89,0.8136225520657515
-0.32,3.88,0.8106421507114181
-0.31,3.88,0.8127129112322612
-0.31,3.87,0.8097325098813676
-0.3,3.87,0.8118032703998639
-0.29,3.87,0.8139071690851123
-0.29,3.86,0.8109325198168438
-0.28,3.86,0.8130116382037074
-0.28,3.85,0.8100369889395829
-0.27,3.85,0.8121161073284471
-0.26,3.85,0.8142162566014077
-0.26,3.84,0.8112273012523246
-0.25,3.84,0.8133256052794561
-0.25,3.83,0.8103366499238385
-0.24,3.83,0.8124349539520083
-0.23,3.83,0.8145303287786936
-0.23,3.82,0.8115488957827691
-0.22,3.82,0.8136518467966154
-0.22,3.81,0.8106704138025691
-0.21,3.81,0.8127733648349396
-0.21,3.8,0.8097735296979218
-0.2,3.8,0.8118690049058184
-0.19,3.8,0.8139644801208831
-0.19,3.79,0.8109912751850575
-0.18,3.79,0.8130867503689039
-0.18,3.78,0.8101226958004099
-0.17,3.78,0.8122178360097239
-0.16,3.78,0.814312976240827
-0.16,3.77,0.8113471119427458
-0.15,3.77,0.813442252146189
-0.15,3.76,0.81045779303701
-0.14,3.76,0.8125481970031766
-0.14,3.75,0.809580073814256
-0.13,3.75,0.8116704777733561
-0.12,3.75,0.8137608817324564
-0.12,3.74,0.81082284198603
-0.11,3.74,0.8129047110508658
-0.11,3.73,0.8099426808815682
-0.1,3.73,0.8120245499479977
-0.09,3.73,0.8141064190077192
-0.09,3.72,0.8111496178007489
-0.08,3.72,0.8132316746721009
-0.08,3.71,0.8102718403587537
-0.07,3.71,0.8123538972439495
-0.06,3.71,0.8144359541148442
-0.06,3.7,0.811491470348297
-0.05,3.7,0.8135771496276465
-0.05,3.69,0.8106247957074455
-0.04,3.69,0.8127104749978793
-0.04,3.68,0.8097581210776803
-0.03,3.68,0.8118367734699308
-0.02,3.68,0.813925783474664
-0.02,3.67,0.8109745253518519
-0.01,3.67,0.8130635353525255
-0.01,3.66,0.8101122772324065
0.0,3.66,0.8122183516031934
0.01,3.66,0.8143117698524148
0.01,3.65,0.8113628486988846
0.02,3.65,0.813456266959429
0.02,3.64,0.81046862379644
0.03,3.64,0.8125817727309301
0.03,3.63,0.8096199908656883
0.04,3.63,0.811733139816516
0.05,3.63,0.8138462887454705
0.05,3.62,0.8108845069027746
0.06,3.62,0.8130043051351736
0.06,3.61,0.8100394334998153
0.07,3.61,0.812160276611416
0.08,3.61,0.8142811197134869
0.08,3.6,0.8113162480905727
0.09,3.6,0.813437091193643
0.09,3.59,0.8104776888270413
0.1,3.59,0.8126022510615183
0.1,3.58,0.8096364280704658
0.11,3.58,0.8117609903068692
0.12,3.58,0.8138874305413788
0.12,3.57,0.8109257557185037
0.13,3.57,0.8130519090123571
0.13,3.56,0.8100902341862557
0.14,3.56,0.812216387480729
0.15,3.56,0.8143487886612193
0.15,3.55,0.8113904674852643
0.16,3.55,0.8135185056600603
0.16,3.54,0.8105601844791066
0.17,3.54,0.8126882226480976
0.17,3.53,0.8097289728962385
0.18,3.53,0.811858700093002
0.19,3.53,0.8139884272882417
0.19,3.52,0.8110329563235713
0.2,3.52,0.8131626835166363
0.2,3.51,0.8102076586530172
0.21,3.51,0.8123382613079219
0.22,3.51,0.8144688639669543
0.22,3.5,0.811516282755777
0.23,3.5,0.8136468854129756
0.23,3.49,0.8106946044372065
0.24,3.49,0.8128371120748511
0.24,3.48,0.8098755677443429
0.25,3.48,0.8120180753798534
0.26,3.48,0.8141605830208296
0.26,3.47,0.8112052632677036
0.27,3.47,0.8133494708560622
0.27,3.46,0.8103928584186653
0.28,3.46,0.8125370660239337
0.28,3.45,0.8095804535841228
0.29,3.45,0.8117246611778297
0.3,3.45,0.813887629892841
0.3,3.44,0.8109333788588633
0.31,3.44,0.8130818381009803
0.31,3.43,0.8101275870534279
0.32,3.43,0.8122797997748206
0.33,3.43,0.8144298482691414
0.33,3.42,0.8114822851533752
0.34,3.42,0.8136323336649827
0.34,3.41,0.810684770565659
0.35,3.41,0.8128396051027518
0.35,3.4,0.8098983042263044
0.36,3.4,0.8120510593820651
0.37,3.4,0.8142038145477078
0.37,3.39,0.8112448150671252
0.38,3.39,0.8134075693195587
0.38,3.38,0.8104607693480625
0.39,3.38,0.8126235235911524
0.39,3.37,0.8096767236127526
0.4,3.37,0.8118394778624801
0.41,3.37,0.8140063990425066
0.41,3.36,0.8110567022191641
0.42,3.36,0.8132267297695541
0.42,3.35,0.8102770329445336
0.43,3.35,0.8124470604959346
0.43,3.34,0.8094973636771372
0.44,3.34,0.8116691080073203
0.45,3.34,0.8138403568161929
0.45,3.33,0.8108912188193098
0.46,3.33,0.8130624676271317
0.46,3.32,0.8101176255293787
0.47,3.32,0.8122897165859302
0.48,3.32,0.8144618076461154
0.48,3.31,0.8115155153987433
0.49,3.31,0.8136876064590852
0.49,3.3,0.8107460528248306
0.5,3.3,0.8129190625806091
0.5,3.29,0.8099760056757157
0.51,3.29,0.8121490154427005
0.52,3.29,0.8143220252095178
0.52,3.28,0.8113796975023785
0.53,3.28,0.8135535519627999
0.53,3.27,0.8106129163498895
0.54,3.27,0.8127867708107555
0.54,3.26,0.8098461351991415
0.55,3.26,0.8120245943935871
0.56,3.26,0.814200093708583
0.56,3.25,0.8112619412697328
0.57,3.25,0.8134374405825266
0.57,3.24,0.8104976579277052
0.58,3.24,0.8126755728992524
0.58,3.23,0.8097375501024977
0.59,3.23,0.8119154650925902
0.6,3.23,0.8140933800762307
0.6,3.22,0.811155357286307
0.61,3.22,0.8133361274257072
0.61,3.21,0.8103956316703431
0.62,3.21,0.8125797764434548
0.62,3.2,0.8096392806901476
0.63,3.2,0.8118234254616297
0.64,3.2,0.8140075702283747
0.64,3.19,0.8110683123726866
0.65,3.19,0.8132533334126348
0.65,3.18,0.8103133427226777
0.66,3.18,0.8124983637609011
0.66,3.17,0.8095818638257252
0.67,3.17,0.8117678110967319
0.68,3.17,0.8139537583663214
0.68,3.16,0.8110234297390501
0.69,3.16,0.81320937700793
0.69,3.15,0.8102798216718345
0.7,3.15,0.8124642184082514
0.7,3.14,0.8095433353189692
0.71,3.14,0.8117277320660319
0.72,3.14,0.8139121288147131
0.72,3.13,0.8110022180817703
0.73,3.13,0.8131862044850394
0.73,3.12,0.810273839533842
0.74,3.12,0.8124578259409971
0.74,3.11,0.809545460993793
0.75,3.11,0.8117135580648779
0.76,3.11,0.8138957345951773
0.76,3.1,0.8109899880803054
0.77,3.1,0.8131721646083084
0.77,3.09,0.8102756867675798
0.78,3.09,0.8124536433559149
0.78,3.08,0.8095512570037234
0.79,3.08,0.8117292135924032
0.8,3.08,0.8139071701863068
0.8,3.07,0.8110047838275822
0.81,3.07,0.8131900455686982
0.81,3.06,0.8102874512390589
0.82,3.06,0.8124657343466954
0.82,3.05,0.8095631400171057
0.83,3.05,0.8117414231242422
0.84,3.05,0.8139197062347918
0.84,3.04,0.8110387063687801
0.85,3.04,0.8132309110423739
0.85,3.03,0.8103188343175176
0.86,3.03,0.8125110389943653
0.86,3.02,0.8095944078177041
0.87,3.02,0.8117887046595154
0.88,3.02,0.8139830014966548
0.88,3.01,0.8110725170818058
0.89,3.01,0.813266813915199
0.89,3.0,0.8103700632044487
0.9,3.0,0.8125685294557826
0.9,2.99,0.8096590429311399
0.91,2.99,0.811857509180785
0.92,2.99,0.8140559754360914
0.92,2.98,0.8111329071343805
0.93,2.98,0.8133366321606091
0.93,2.97,0.8104264113657264
0.94,2.97,0.8126301364045384
0.94,2.96,0.80971991561687
0.95,2.96,0.8119385602660876
0.96,2.96,0.8141455618782214
0.96,2.95,0.811235614075551
0.97,2.95,0.8134426156686696
0.97,2.94,0.8105150668797616
0.98,2.94,0.8127338880426433
0.98,2.93,0.8098190422171052
0.99,2.93,0.8120378633784571
1.0,2.93,0.81425668453327
1.0,2.92,0.8113418387149782
1.01,2.92,0.8135707310311677
1.01,2.91,0.8106517466775705
1.02,2.91,0.8128808512371848
1.02,2.9,0.809961866882366
1.03,2.9,0.8121909714438937
1.04,2.9,0.8144200759887417
1.04,2.89,0.8115054499668117
1.05,2.89,0.8137374737187271
1.05,2.88,0.810819282712316
1.06,2.88,0.8130513064627694
1.06,2.87,0.8101441913927335
1.07,2.87,0.8123784346458099
1.07,2.86,0.8094672923144877
1.08,2.86,0.8117015355464696
1.09,2.86,0.8139357788018488
1.09,2.85,0.8110329113522086
1.1,2.85,0.8132681140642049
1.1,2.84,0.8103652651159965
1.11,2.84,0.8126004678152169
1.11,2.83,0.8096976188731349
1.12,2.83,0.8119377526512594
1.13,2.83,0.8141740902331807
1.13,2.82,0.8112775792845386
1.14,2.82,0.8135139168556891
1.14,2.81,0.8106174059089002
1.15,2.81,0.8128584228945153
1.15,2.8,0.8099676980021895
1.16,2.8,0.8122063335425556
1.17,2.8,0.814444969100923
1.17,2.79,0.8115486271827639
1.18,2.79,0.8137916690272056
1.18,2.78,0.8108995871155346
1.19,2.78,0.8131426289617024
1.19,2.77,0.8102505470430753
1.2,2.77,0.8124935888961005
1.2,2.76,0.8095925598163429
1.21,2.76,0.8118425684908437
1.22,2.76,0.8140925771656249
1.22,2.75,0.8111977542714083
1.23,2.75,0.813447762948031
1.23,2.74,0.8105573167502536
1.24,2.74,0.8128054536357285
1.24,2.73,0.809915317120369
1.25,2.73,0.8121634540034317
1.26,2.73,0.8144115908860733
1.26,2.72,0.8115265216916382
1.27,2.72,0.813780344300066
1.27,2.71,0.8108879263500718
1.28,2.71,0.8131417489613085
1.28,2.7,0.8102493310077934
1.29,2.7,0.8125031536208764
1.29,2.69,0.8096127197905175
1.3,2.69,0.8118678375571878
1.31,2.69,0.8141229553268292
1.31,2.68,0.8112309372137669
1.32,2.68,0.8134912931732536
1.32,2.67,0.8106032776880367
1.33,2.67,0.8128592423993937
1.33,2.66,0.8099712269117274
1.34,2.66,0.812227191626189
1.35,2.66,0.8144812335260032
1.35,2.65,0.8115986886988666
1.36,2.65,0.8138546394572299
1.36,2.64,0.8109720946287124
1.37,2.64,0.8132280453871891
1.37,2.63,0.8103503826781122
1.38,2.63,0.8126067768315008
1.38,2.62,0.8097290306113785
1.39,2.62,0.8119854247557103
1.4,2.62,0.8142418189035467
1.4,2.61,0.8113682311934378
1.41,2.61,0.8136262654327326
1.41,2.6,0.810752215680215
1.42,2.6,0.8130102499174224
1.42,2.59,0.8101343853582392
1.43,2.59,0.8123946029454008
1.43,2.58,0.8095203639313848
1.44,2.58,0.8117805815172918
1.45,2.58,0.8140407991072234
1.45,2.57,0.8111665600889029
1.46,2.57,0.8134330769561655
1.46,2.56,0.8105556427745308
1.47,2.56,0.8128238468462022
1.47,2.55,0.8099464126616196
1.48,2.55,0.8122146167362049
1.49,2.55,0.8144828208046073
1.49,2.54,0.8115342790340307
1.5,2.54,0.8137579423761658
1.5,2.53,0.8109161314010614
1.51,2.53,0.813139794765214
1.51,2.52,0.8103717400536283
1.52,2.52,0.8125907741899036
1.52,2.51,0.8097667185972317
1.53,2.51,0.8119857526720446
1.54,2.51,0.814204786759776
1.54,2.5,0.8113431428623281
1.55,2.5,0.813545692772943
1.55,2.49,0.8107449182224926
1.56,2.49,0.8129474681083972
1.56,2.48,0.810146693457066
1.57,2.48,0.8124160941435895
1.57,2.47,0.8096412977229281
1.58,2.47,0.81182914889725
1.59,2.47,0.8140169999297634
1.59,2.46,0.811242203738348
1.6,2.46,0.81337403465676
1.6,2.45,0.8106167673331549
1.61,2.45,0.8127964261688821
1.61,2.44,0.81003915878885
1.62,2.44,0.8122188176624011
1.63,2.44,0.814357501099893
1.63,2.43,0.8115843132585683
1.64,2.43,0.813734489578033
1.64,2.42,0.8109613018464333
1.65,2.42,0.8131114780758077
1.65,2.41,0.8103681819124566
1.66,2.41,0.8125407521200035
1.66,2.4,0.8097582472253447
1.67,2.4,0.8119308174179838
1.68,2.4,0.8141033876462163
1.68,2.39,0.8113161678976759
1.69,2.39,0.8135002114863431
1.69,2.38,0.8106891382337149
1.7,2.38,0.8128731818536058
1.7,2.37,0.8100621085707883
1.71,2.37,0.8123020765175002
1.71,2.36,0.8094733770161571
1.72,2.36,0.8117010730291876
1.73,2.36,0.813928768949148
1.73,2.35,0.8111000695846672
1.74,2.35,0.8133277656187894
1.74,2.34,0.8105667547059626
1.75,2.34,0.8128365344254538
1.75,2.33,0.8099587385729454
1.76,2.33,0.8122285182651896
1.77,2.33,0.8144581680550531
1.77,2.32,0.8115942435509291
1.78,2.32,0.8138862995523167
1.78,2.31,0.8110223750462375
1.79,2.31,0.8133144310494094
1.79,2.3,0.8104541545732422
1.8,2.3,0.8127468237633804
1.8,2.29,0.8098851658190214
1.81,2.29,0.8121778350059703
1.82,2.29,0.8144705041929192
1.82,2.28,0.811676608155572
1.83,2.28,0.8139603693125652
1.83,2.27,0.8111354028398119
1.84,2.27,0.8134191640027575
1.84,2.26,0.8105941975015087
1.85,2.26,0.8128429318938122
1.85,2.25,0.8100290051534467
1.86,2.25,0.8123075942208132
1.86,2.24,0.8094936674848892
1.87,2.24,0.8117722565615254
1.88,2.24,0.8140743912124563
1.88,2.23,0.8112751428625191
1.89,2.23,0.813541785518431
1.89,2.22,0.8107425371778125
1.9,2.22,0.8130091798168229
1.9,2.21,0.8102041140375313
1.91,2.21,0.812462438310696
1.91,2.2,0.809666590340002
1.92,2.2,0.8119249145786942
1.93,2.2,0.8141832388518591
1.93,2.19,0.8113811536596915
1.94,2.19,0.8136323838399396
1.94,2.18,0.8108540420622694
1.95,2.18,0.8131052722648273
1.95,2.17,0.8103269304677039
